#Updated: 02/12/2016 07:21:57
#organism_name	taxID	group	sub group	assembly	level	refSeq FTP	geneBank FTP
Theileria equi strain WA	1537102	Protists	Apicomplexans	GCA_000342415.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/342/415/GCF_000342415.1_JCVI-bewag-v1.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/342/415/GCA_000342415.1_JCVI-bewag-v1.1
Alternaria alternata	5599	Fungi	Ascomycetes	GCA_001642055.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/055/GCF_001642055.1_Altal1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/055/GCA_001642055.1_Altal1
Claviceps purpurea 20.1	1111077	Fungi	Ascomycetes	GCA_000347355.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/355/GCA_000347355.1_ASM34735v1
Fusarium circinatum	48490	Fungi	Ascomycetes	GCA_000497325.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/325/GCA_000497325.2_ASM49732v2
Mortierella alpina ATCC 32222	685557	Fungi	Other Fungi	GCA_000240685.2 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/685/GCA_000240685.2_ASM24068v2
Ganoderma lucidum G.260125-1	1077286	Fungi	Basidiomycetes	GCA_000271565.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/565/GCA_000271565.1_GanLuc1.0
Dendroctonus ponderosae	77166	Animals	Insects	GCA_000355655.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/655/GCA_000355655.1_DendPond_male_1.0
Serinus canaria	9135	Animals	Birds	GCA_000534875.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/534/875/GCF_000534875.1_SCA1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/534/875/GCA_000534875.1_SCA1
Picea glauca	3330	Plants	Land Plants	GCA_000411955.5 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/955/GCA_000411955.5_PG29_v4.1
Pythium ultimum DAOM BR144	431595	Protists	Other Protists	GCA_000143045.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/045/GCA_000143045.1_pug
Rotylenchulus reniformis	239373	Animals	Roundworms	GCA_001026735.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/026/735/GCA_001026735.1_RREN1.0
Stomoxys calcitrans	35570	Animals	Insects	GCA_001015335.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/015/335/GCF_001015335.1_Stomoxys_calcitrans-1.0.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/015/335/GCA_001015335.1_Stomoxys_calcitrans-1.0.1
Cimex lectularius	79782	Animals	Insects	GCA_000648675.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/675/GCF_000648675.1_Clec_1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/648/675/GCA_000648675.1_Clec_1.0
Reticulomyxa filosa	46433	Protists	Other Protists	GCA_000512085.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/085/GCA_000512085.1_Reti_assembly1.0
Fragilariopsis cylindrus CCMP1102	635003	Other	Other	GCA_001750085.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/085/GCA_001750085.1_Fracy1
Solanum pimpinellifolium	4084	Plants	Land Plants	GCA_000230315.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/315/GCA_000230315.1_Sol_pimpi_v1.0
Oryza longistaminata	4528	Plants	Land Plants	GCA_001514335.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/514/335/GCA_001514335.2_ASM151433v2
Colletotrichum higginsianum IMI 349063	759273	Fungi	Ascomycetes	GCA_001672515.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/515/GCF_001672515.1_ASM167251v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/672/515/GCA_001672515.1_ASM167251v1
Citrus clementina	85681	Plants	Land Plants	GCA_000493195.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/195/GCF_000493195.1_Citrus_clementina_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/195/GCA_000493195.1_Citrus_clementina_v1.0
Oryza glumipatula	40148	Plants	Land Plants	GCA_000576495.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/495/GCA_000576495.1_Oryza_glumaepatula_v1.5
Oryza meridionalis	40149	Plants	Land Plants	GCA_000338895.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/895/GCA_000338895.2_Oryza_meridionalis_v1.3
Penicillium expansum	27334	Fungi	Ascomycetes	GCA_000769745.1 	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/745/GCF_000769745.1_ASM76974v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/769/745/GCA_000769745.1_ASM76974v1
Peromyscus maniculatus bairdii	230844	Animals	Mammals	GCA_000500345.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/500/345/GCF_000500345.1_Pman_1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/345/GCA_000500345.1_Pman_1.0
Phalaenopsis equestris	78828	Plants	Land Plants	GCA_001263595.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/263/595/GCA_001263595.1_ASM126359v1
Encephalitozoon hellem ATCC 50504	907965	Fungi	Other Fungi	GCA_000277815.3 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/815/GCF_000277815.2_ASM27781v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/815/GCA_000277815.3_ASM27781v3
Ophiocordyceps sinensis	72228	Fungi	Ascomycetes	GCA_001648815.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/815/GCA_001648815.1_ASM164881v1
Eremothecium cymbalariae DBVPG#7215	931890	Fungi	Ascomycetes	GCA_000235365.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/365/GCF_000235365.1_ASM23536v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/365/GCA_000235365.1_ASM23536v1
Sebastes rubrivinctus	72099	Animals	Fishes	GCA_000475215.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/215/GCA_000475215.1_SRub1.0
Leptosphaeria maculans JN3	985895	Fungi	Ascomycetes	GCA_000230375.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/375/GCF_000230375.1_ASM23037v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/375/GCA_000230375.1_ASM23037v1
Fusarium virguliforme Mont-1	994087	Fungi	Ascomycetes	GCA_000585705.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/705/GCA_000585705.1_Fusarium_virguliforme_1.0
Edhazardia aedis USNM 41457	1003232	Fungi	Other Fungi	GCA_000230595.3 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/595/GCA_000230595.3_Edha_aedis_V4b
Oncopeltus fasciatus	7536	Animals	Insects	GCA_000696205.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/205/GCA_000696205.1_Ofas_1.0
Rhizomucor miehei CAU432	1031333	Fungi	Other Fungi	GCA_000611695.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/611/695/GCA_000611695.1_RhzM_1.0
Anopheles arabiensis	7173	Animals	Insects	GCA_000349185.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/185/GCA_000349185.1_Anop_arab_DONG5_A_V1
Anopheles quadriannulatus	34691	Animals	Insects	GCA_000349065.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/065/GCA_000349065.1_Anop_quad_QUAD4_A_V1
Anopheles epiroticus	199890	Animals	Insects	GCA_000349105.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/105/GCA_000349105.1_Anop_epir_epiroticus2_V1
Anopheles christyi	43041	Animals	Insects	GCA_000349165.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/165/GCA_000349165.1_Anop_chri_ACHKN1017_V1
Anopheles merus	30066	Animals	Insects	GCA_000473845.2 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/845/GCA_000473845.2_Anop_meru_MAF_V1
Anopheles melas	34690	Animals	Insects	GCA_000473525.2 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/525/GCA_000473525.2_Anop_mela_CM1001059_A_V2
Anopheles maculatus	74869	Animals	Insects	GCA_000473185.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/185/GCA_000473185.1_Anop_macu_maculatus3_V1
Anopheles minimus	112268	Animals	Insects	GCA_000349025.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/025/GCA_000349025.1_Anop_mini_MINIMUS1_V1
Anopheles culicifacies	139723	Animals	Insects	GCA_000473375.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/375/GCA_000473375.1_Anop_culi_species_A-37_1_V1
Anopheles farauti	69004	Animals	Insects	GCA_000473445.2 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/445/GCA_000473445.2_Anop_fara_FAR1_V2
Ceratocystis fimbriata CBS 114723	1035309	Fungi	Ascomycetes	GCA_000389695.2 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/695/GCA_000389695.2_Cfim_2.0
Anopheles dirus	7168	Animals	Insects	GCA_000349145.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/145/GCA_000349145.1_Anop_diru_WRAIR2_V1
Anopheles atroparvus	41427	Animals	Insects	GCA_000473505.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/505/GCA_000473505.1_Anop_atro_EBRO_V1
Anopheles albimanus	7167	Animals	Insects	GCA_000349125.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/125/GCA_000349125.1_Anop_albi_ALBI9_A_V1
Sesamum indicum	4182	Plants	Land Plants	GCA_000512975.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/975/GCF_000512975.1_S_indicum_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/975/GCA_000512975.1_S_indicum_v1.0
Drechslerella stenobrocha 248	1043628	Fungi	Ascomycetes	GCA_000525045.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/045/GCA_000525045.1_DREv1
Hirsutella minnesotensis 3608	1043627	Fungi	Ascomycetes	GCA_000956045.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/045/GCA_000956045.1_ASM95604v1
Plutella xylostella	51655	Animals	Insects	GCA_000330985.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/330/985/GCF_000330985.1_DBM_FJ_V1.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/330/985/GCA_000330985.1_DBM_FJ_V1.1
Rhizoctonia solani AG-3 Rhs1AP	1086054	Fungi	Basidiomycetes	GCA_000524645.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/645/GCA_000524645.1_Rhizoctonia_solani_AG-3
Fusarium asiaticum	282267	Fungi	Ascomycetes	GCA_001717845.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/845/GCA_001717845.1_ASM171784v1
Pochonia chlamydosporia 170	1380566	Fungi	Ascomycetes	GCA_001653235.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/235/GCF_001653235.1_ASM165323v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/235/GCA_001653235.1_ASM165323v1
Cannabis sativa	3483	Plants	Land Plants	GCA_001865755.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/865/755/GCA_001865755.1_ASM186575v1
Nannochloropsis limnetica	120807	Protists	Other Protists	GCA_001614225.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/614/225/GCA_001614225.1_ASM161422v1
Nannochloropsis gaditana CCMP526	1093141	Protists	Other Protists	GCA_000240725.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/725/GCF_000240725.1_ASM24072v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/725/GCA_000240725.1_ASM24072v1
Entamoeba nuttalli P19	1076696	Protists	Other Protists	GCA_000257125.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/125/GCF_000257125.1_ENU1_v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/125/GCA_000257125.1_ENU1_v1
Babesia microti strain RI	1133968	Protists	Apicomplexans	GCA_000691945.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/945/GCF_000691945.1_ASM69194v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/691/945/GCA_000691945.1_ASM69194v1
Danaus plexippus	13037	Animals	Insects	GCA_000235995.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/995/GCA_000235995.1_DanPle_1.0
Eptesicus fuscus	29078	Animals	Mammals	GCA_000308155.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/155/GCF_000308155.1_EptFus1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/308/155/GCA_000308155.1_EptFus1.0
Glarea lozoyensis ATCC 20868	1116229	Fungi	Ascomycetes	GCA_000409485.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/485/GCF_000409485.1_GLAREA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/409/485/GCA_000409485.1_GLAREA
Sporothrix insectorum RCEF 264	1081102	Fungi	Ascomycetes	GCA_001636815.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/815/GCA_001636815.1_SPI_1.0
Metarhizium album ARSEF 1941	1081103	Fungi	Ascomycetes	GCA_000804445.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/804/445/GCA_000804445.1_MAM_1.0_for_version_1_of_the_Metarhizium_album_genome
Cordyceps confragosa RCEF 1005	1081108	Fungi	Ascomycetes	GCA_001636795.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/795/GCA_001636795.1_LEL_1.0
Aschersonia aleyrodis RCEF 2490	1081109	Fungi	Ascomycetes	GCA_001636675.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/675/GCA_001636675.1_AAL_1.0
Isaria fumosorosea ARSEF 2679	1081104	Fungi	Ascomycetes	GCA_001636725.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/636/725/GCF_001636725.1_ISF_1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/725/GCA_001636725.1_ISF_1.0
Phytophthora parasitica INRA-310	761204	Protists	Other Protists	GCA_000247585.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/585/GCF_000247585.1_PP_INRA-310_V2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/585/GCA_000247585.2_PP_INRA-310_V2
Tolypocladium inflatum NRRL8044	1086729	Fungi	Ascomycetes	GCA_000421905.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/905/GCA_000421905.1_TinflatumV1
Spraguea lophii 42_110	1358809	Fungi	Other Fungi	GCA_000430065.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/065/GCA_000430065.1_Sprlop1.0
Bactrocera cucurbitae	28588	Animals	Insects	GCA_000806345.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/806/345/GCF_000806345.1_ASM80634v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/806/345/GCA_000806345.1_ASM80634v1
Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7	1095631	Fungi	Ascomycetes	GCA_000326105.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/326/105/GCA_000326105.1_ASM32610v1
Bursaphelenchus xylophilus	6326	Animals	Roundworms	GCA_000231135.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/135/GCA_000231135.1_ASM23113v1
Cynoglossus semilaevis	244447	Animals	Fishes	GCA_000523025.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/025/GCF_000523025.1_Cse_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/523/025/GCA_000523025.1_Cse_v1.0
Orycteropus afer afer	1230840	Animals	Mammals	GCA_000298275.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/275/GCF_000298275.1_OryAfe1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/275/GCA_000298275.1_OryAfe1.0
Chrysochloris asiatica	185453	Animals	Mammals	GCA_000296735.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/735/GCF_000296735.1_ChrAsi1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/735/GCA_000296735.1_ChrAsi1.0
Elephantulus edwardii	28737	Animals	Mammals	GCA_000299155.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/155/GCF_000299155.1_EleEdw1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/155/GCA_000299155.1_EleEdw1.0
Trichinella pseudospiralis	6337	Animals	Roundworms	GCA_001447645.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/645/GCA_001447645.1_T4_ISS176_r1.0
Octodon degus	10160	Animals	Mammals	GCA_000260255.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/255/GCF_000260255.1_OctDeg1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/255/GCA_000260255.1_OctDeg1.0
Oidiodendron maius Zn	913774	Fungi	Ascomycetes	GCA_000827325.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/325/GCA_000827325.1_Oidiodendron_maius_Zn_v1.0
Dothistroma septosporum NZE10	675120	Fungi	Ascomycetes	GCA_000340195.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/195/GCA_000340195.1_Dothistroma_septosporum_NZE10_v1.0
Daubentonia madagascariensis	31869	Animals	Mammals	GCA_000241425.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/425/GCA_000241425.1_DauMad_1.0
Taphrina deformans JCM 22205	1450758	Fungi	Ascomycetes	GCA_000836155.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/155/GCA_000836155.1_Td_assembly_v1.1
Ficedula albicollis	59894	Animals	Birds	GCA_000247815.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/815/GCF_000247815.1_FicAlb1.5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/815/GCA_000247815.2_FicAlb1.5
Brettanomyces bruxellensis CBS 2499	747657	Fungi	Ascomycetes	GCA_000340765.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/765/GCA_000340765.1_Dekkera_bruxellensis_CBS_2499_v2.0
Serendipita indica DSM 11827	1109443	Fungi	Basidiomycetes	GCA_000313545.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/545/GCA_000313545.1_ASM31354v1
Tortispora caseinolytica NRRL Y-17796	767744	Fungi	Ascomycetes	GCA_001661475.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/475/GCA_001661475.1_Canca1
Camelus ferus	419612	Animals	Mammals	GCA_000311805.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/805/GCF_000311805.1_CB1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/805/GCA_000311805.2_CB1
Onchocerca flexuosa	387005	Animals	Roundworms	GCA_000951355.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/951/355/GCA_000951355.1_O_flexuosa_Cordoba
Penicillium solitum	60172	Fungi	Ascomycetes	GCA_000952775.2 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/775/GCA_000952775.2_ASM95277v2
Mesocricetus auratus	10036	Animals	Mammals	GCA_000349665.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/665/GCF_000349665.1_MesAur1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/665/GCA_000349665.1_MesAur1.0
Aspergillus kawachii IFO 4308	1033177	Fungi	Ascomycetes	GCA_000239835.2 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/835/GCA_000239835.2_Akaw_assembly01
Boleophthalmus pectinirostris	150288	Animals	Fishes	GCA_000788275.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/788/275/GCA_000788275.1_BP.fa
Ascaris lumbricoides	6252	Animals	Roundworms	GCA_000951055.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/951/055/GCA_000951055.1_A_lumbricoides_Ecuador_v1_5_4
Homoloaphlyctis polyrhiza JEL 142	166479	Fungi	Other Fungi	GCA_000235945.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/945/GCA_000235945.1_HOMPOL_1.0
fungal sp. EF0021	1117665	Fungi	Other Fungi	GCA_000292665.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/665/GCA_000292665.1_ASM29266v1
Chromera velia	505693	Protists	Other Protists	GCA_000585135.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/135/GCA_000585135.1_J2
Pteropus alecto	9402	Animals	Mammals	GCA_000325575.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/325/575/GCF_000325575.1_ASM32557v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/575/GCA_000325575.1_ASM32557v1
Amborella trichopoda	13333	Plants	Land Plants	GCA_000471905.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/905/GCF_000471905.2_AMTR1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/905/GCA_000471905.1_AMTR1.0
Manduca sexta	7130	Animals	Insects	GCA_000262585.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/585/GCA_000262585.1_Msex_1.0
Apostichopus japonicus	307972	Animals	Other Animals	GCA_001866495.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/495/GCA_001866495.1_A_japonicus_green-color_v1
Apis cerana	7461	Animals	Insects	GCA_001442555.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/555/GCF_001442555.1_ACSNU-2.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/442/555/GCA_001442555.1_ACSNU-2.0
Arachis duranensis	130453	Plants	Land Plants	GCA_000817695.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/695/GCF_000817695.1_Aradu1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/695/GCA_000817695.1_Aradu1.0
Pseudotsuga menziesii	3357	Plants	Land Plants	GCA_001517045.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/517/045/GCA_001517045.1_DougFir1.0
Alternaria arborescens EGS 39-128	1122867	Fungi	Ascomycetes	GCA_000256225.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/225/GCA_000256225.1_A_arborescens_1.0
Naumovozyma dairenensis CBS 421	1071378	Fungi	Ascomycetes	GCA_000227115.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/115/GCF_000227115.2_ASM22711v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/115/GCA_000227115.2_ASM22711v2
Chondrus crispus	2769	Other	Other	GCA_000350225.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/225/GCF_000350225.1_ASM35022v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/225/GCA_000350225.2_ASM35022v2
Chrysemys picta bellii	8478	Animals	Reptiles	GCA_000241765.2 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/241/765/GCF_000241765.3_Chrysemys_picta_bellii-3.0.3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/765/GCA_000241765.2_Chrysemys_picta_bellii-3.0.3
Macrophomina phaseolina MS6	1126212	Fungi	Ascomycetes	GCA_000302655.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/302/655/GCA_000302655.1_MphMS6_1.0
Anopheles sinensis	74873	Animals	Insects	GCA_000441895.2 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/441/895/GCA_000441895.2_AS2
Vaccinium macrocarpon	13750	Plants	Land Plants	GCA_000775335.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/335/GCA_000775335.1_ASM77533v1
